date,home_team,away_team,home_score,away_score,tournament,country,neutral
18/11/2014,Chile,Uruguay,1,2,Friendly,Chile,FALSE
18/11/2014,Portugal,Argentina,1,0,Friendly,England,TRUE
18/11/2014,Austria,Brazil,1,2,Friendly,Austria,FALSE
18/11/2014,Peru,Paraguay,2,1,Friendly,Peru,FALSE
18/11/2014,Bolivia,Venezuela,3,2,Friendly,Bolivia,FALSE
18/11/2014,Slovenia,Colombia,0,1,Friendly,Slovenia,FALSE
18/11/2014,Scotland,England,1,3,Friendly,Scotland,FALSE
18/11/2014,Hungary,Russia,1,2,Friendly,Hungary,FALSE
18/11/2014,France,Sweden,1,0,Friendly,France,FALSE
18/11/2014,Poland,Switzerland,2,2,Friendly,Poland,FALSE
18/11/2014,Spain,Germany,0,1,Friendly,Spain,FALSE
18/11/2014,Italy,Albania,1,0,Friendly,Italy,FALSE
18/11/2014,Slovakia,Finland,2,1,Friendly,Slovakia,FALSE
18/11/2014,Romania,Denmark,2,0,Friendly,Romania,FALSE
18/11/2014,Ukraine,Lithuania,0,0,Friendly,Ukraine,FALSE
18/11/2014,Greece,Serbia,0,2,Friendly,Greece,FALSE
19/11/2014,Taiwan,North Korea,0,0,East Asian Championship qual,Taiwan,FALSE
19/11/2014,Guam,Hong Kong,0,0,East Asian Championship qual,Taiwan,TRUE
19/11/2014,Saudi Arabia,Yemen,1,0,Gulf Cup,Saudi Arabia,FALSE
19/11/2014,Bahrain,Qatar,0,0,Gulf Cup,Saudi Arabia,TRUE
19/11/2014,Tunisia,Egypt,2,1,African Nations Cup qualifier,Tunisia,FALSE
19/11/2014,Nigeria,South Africa,2,2,African Nations Cup qualifier,Nigeria,FALSE
19/11/2014,Guinea,Uganda,2,0,African Nations Cup qualifier,Morocco,TRUE
19/11/2014,Zambia,Cape Verde,1,0,African Nations Cup qualifier,Zambia,FALSE
19/11/2014,Ethiopia,Malawi,0,0,African Nations Cup qualifier,Ethiopia,FALSE
19/11/2014,DR Congo,Sierra Leone,3,1,African Nations Cup qualifier,DR Congo,FALSE
19/11/2014,Ghana,Togo,3,1,African Nations Cup qualifier,Ghana,FALSE
19/11/2014,Sudan,Congo,0,1,African Nations Cup qualifier,Sudan,FALSE
19/11/2014,Ivory Coast,Cameroon,0,0,African Nations Cup qualifier,Ivory Coast,FALSE
19/11/2014,Mali,Algeria,2,0,African Nations Cup qualifier,Mali,FALSE
19/11/2014,Gabon,Lesotho,4,2,African Nations Cup qualifier,Gabon,FALSE
19/11/2014,Burkina Faso,Angola,1,1,African Nations Cup qualifier,Burkina Faso,FALSE
19/11/2014,Senegal,Botswana,3,0,African Nations Cup qualifier,Senegal,FALSE
19/11/2014,Niger,Mozambique,1,1,African Nations Cup qualifier,Niger,FALSE
20/11/2014,United Arab Emirates,Iraq,2,0,Gulf Cup,Saudi Arabia,TRUE
20/11/2014,Oman,Kuwait,5,0,Gulf Cup,Saudi Arabia,TRUE
22/11/2014,Philippines,Laos,4,1,Southeast Asian Champ,Vietnam,TRUE
22/11/2014,Vietnam,Indonesia,2,2,Southeast Asian Champ,Vietnam,FALSE
23/11/2014,Malaysia,Myanmar,0,0,Southeast Asian Champ,Singapore,TRUE
23/11/2014,Singapore,Thailand,1,2,Southeast Asian Champ,Singapore,FALSE
23/11/2014,Saudi Arabia,United Arab Emirates,3,2,Gulf Cup,Saudi Arabia,FALSE
23/11/2014,Qatar,Oman,3,1,Gulf Cup,Saudi Arabia,TRUE
25/11/2014,Philippines,Indonesia,4,0,Southeast Asian Champ,Vietnam,TRUE
25/11/2014,Vietnam,Laos,3,0,Southeast Asian Champ,Vietnam,FALSE
25/11/2014,United Arab Emirates,Oman,1,0,Gulf Cup,Saudi Arabia,TRUE
26/11/2014,Singapore,Myanmar,4,2,Southeast Asian Champ,Singapore,FALSE
26/11/2014,Thailand,Malaysia,3,2,Southeast Asian Champ,Singapore,TRUE
26/11/2014,Saudi Arabia,Qatar,1,2,Gulf Cup,Saudi Arabia,FALSE
28/11/2014,Vietnam,Philippines,3,1,Southeast Asian Champ,Vietnam,FALSE
28/11/2014,Indonesia,Laos,5,1,Southeast Asian Champ,Vietnam,TRUE
29/11/2014,Thailand,Myanmar,2,0,Southeast Asian Champ,Singapore,TRUE
29/11/2014,Singapore,Malaysia,1,3,Southeast Asian Champ,Singapore,FALSE
06/12/2014,Philippines,Thailand,0,0,Southeast Asian Champ,Philippines,FALSE
07/12/2014,Malaysia,Vietnam,1,2,Southeast Asian Champ,Malaysia,FALSE
10/12/2014,Thailand,Philippines,3,0,Southeast Asian Champ,Thailand,FALSE
11/12/2014,Vietnam,Malaysia,2,4,Southeast Asian Champ,Vietnam,FALSE
13/12/2014,China,Kyrgyzstan,4,0,Friendly,China,FALSE
13/12/2014,Uzbekistan,Palestine,1,0,Friendly,United Arab Emirates,TRUE
17/12/2014,China,Kyrgyzstan,2,0,Friendly,China,FALSE
17/12/2014,Thailand,Malaysia,2,0,Southeast Asian Champ,Thailand,FALSE
20/12/2014,Malaysia,Thailand,3,2,Southeast Asian Champ,Malaysia,FALSE
21/12/2014,China,Palestine,0,0,Friendly,China,FALSE
21/12/2014,Uzbekistan,Jordan,2,1,Friendly,United Arab Emirates,TRUE
22/12/2014,Iraq,Kuwait,1,1,Friendly,United Arab Emirates,TRUE
25/12/2014,Uzbekistan,Iraq,1,0,Friendly,United Arab Emirates,TRUE
27/12/2014,Qatar,Estonia,3,0,Friendly,Qatar,FALSE
28/12/2014,Iraq,Uzbekistan,0,0,Friendly,United Arab Emirates,TRUE
30/12/2014,United Arab Emirates,Jordan,1,0,Friendly,Australia,TRUE
30/12/2014,Bahrain,Saudi Arabia,4,1,Friendly,Australia,TRUE
31/12/2014,Oman,Qatar,2,2,Friendly,Australia,TRUE
03/01/2015,China,Oman,4,1,Friendly,Australia,TRUE
04/01/2015,Iran,Iraq,1,0,Friendly,Australia,TRUE
04/01/2015,South Korea,Saudi Arabia,2,0,Friendly,Australia,TRUE
04/01/2015,Bahrain,Jordan,1,0,Friendly,Australia,TRUE
04/01/2015,South Africa,Zambia,1,0,Friendly,South Africa,FALSE
07/01/2015,Cameroon,DR Congo,1,1,Friendly,Cameroon,FALSE
07/01/2015,Cape Verde,Equatorial Guinea,1,1,Friendly,Portugal,TRUE
09/01/2015,Australia,Kuwait,4,1,Asian Cup,Australia,FALSE
09/01/2015,Senegal,Gabon,1,0,Friendly,Morocco,TRUE
10/01/2015,China,Saudi Arabia,1,0,Asian Cup,Australia,TRUE
10/01/2015,South Korea,Oman,1,0,Asian Cup,Australia,TRUE
10/01/2015,Uzbekistan,North Korea,1,0,Asian Cup,Australia,TRUE
10/01/2015,Cameroon,South Africa,1,1,Friendly,Gabon,TRUE
10/01/2015,Cape Verde,Congo,3,2,Friendly,Senegal,TRUE
10/01/2015,Burkina Faso,Swaziland,5,1,Friendly,South Africa,TRUE
11/01/2015,Iran,Bahrain,2,0,Asian Cup,Australia,TRUE
11/01/2015,United Arab Emirates,Qatar,4,1,Asian Cup,Australia,TRUE
11/01/2015,Tunisia,Algeria,1,1,Friendly,Tunisia,FALSE
12/01/2015,Japan,Palestine,4,0,Asian Cup,Australia,TRUE
12/01/2015,Iraq,Jordan,1,0,Asian Cup,Australia,TRUE
13/01/2015,Australia,Oman,4,0,Asian Cup,Australia,FALSE
13/01/2015,South Korea,Kuwait,1,0,Asian Cup,Australia,TRUE
13/01/2015,Senegal,Guinea,5,2,Friendly,Morocco,TRUE
14/01/2015,China,Uzbekistan,2,1,Asian Cup,Australia,TRUE
14/01/2015,Saudi Arabia,North Korea,4,1,Asian Cup,Australia,TRUE
14/01/2015,South Africa,Mali,3,0,Friendly,Gabon,TRUE
15/01/2015,Iran,Qatar,1,0,Asian Cup,Australia,TRUE
15/01/2015,United Arab Emirates,Bahrain,2,1,Asian Cup,Australia,TRUE
15/01/2015,Sweden,Ivory Coast,2,0,Friendly,United Arab Emirates,TRUE
16/01/2015,Japan,Iraq,1,0,Asian Cup,Australia,TRUE
16/01/2015,Jordan,Palestine,5,1,Asian Cup,Australia,TRUE
16/01/2015,Iceland,Canada,2,1,Friendly,United States,TRUE
17/01/2015,Australia,South Korea,0,1,Asian Cup,Australia,FALSE
17/01/2015,Oman,Kuwait,1,0,Asian Cup,Australia,TRUE
17/01/2015,Gabon,Burkina Faso,2,0,African Nations Cup,Equatorial Guinea,TRUE
17/01/2015,Equatorial Guinea,Congo,1,1,African Nations Cup,Equatorial Guinea,FALSE
18/01/2015,China,North Korea,2,1,Asian Cup,Australia,TRUE
18/01/2015,Uzbekistan,Saudi Arabia,3,1,Asian Cup,Australia,TRUE
18/01/2015,DR Congo,Zambia,1,1,African Nations Cup,Equatorial Guinea,TRUE
18/01/2015,Cape Verde,Tunisia,1,1,African Nations Cup,Equatorial Guinea,TRUE
19/01/2015,Iran,United Arab Emirates,1,0,Asian Cup,Australia,TRUE
19/01/2015,Bahrain,Qatar,2,1,Asian Cup,Australia,TRUE
19/01/2015,Algeria,South Africa,3,1,African Nations Cup,Equatorial Guinea,TRUE
19/01/2015,Senegal,Ghana,2,1,African Nations Cup,Equatorial Guinea,TRUE
19/01/2015,Canada,Iceland,1,1,Friendly,United States,TRUE
19/01/2015,Finland,Sweden,1,0,Friendly,United Arab Emirates,TRUE
20/01/2015,Japan,Jordan,2,0,Asian Cup,Australia,TRUE
20/01/2015,Iraq,Palestine,2,0,Asian Cup,Australia,TRUE
20/01/2015,Cameroon,Mali,1,1,African Nations Cup,Equatorial Guinea,TRUE
20/01/2015,Guinea,Ivory Coast,1,1,African Nations Cup,Equatorial Guinea,TRUE
21/01/2015,Congo,Gabon,1,0,African Nations Cup,Equatorial Guinea,TRUE
21/01/2015,Equatorial Guinea,Burkina Faso,0,0,African Nations Cup,Equatorial Guinea,FALSE
22/01/2015,Australia,China,2,0,Asian Cup,Australia,FALSE
22/01/2015,South Korea,Uzbekistan,2,0,Asian Cup,Australia,TRUE
22/01/2015,Finland,Yemen,0,0,Friendly,United Arab Emirates,TRUE
22/01/2015,Tunisia,Zambia,2,1,African Nations Cup,Equatorial Guinea,TRUE
22/01/2015,Cape Verde,DR Congo,0,0,African Nations Cup,Equatorial Guinea,TRUE
23/01/2015,Japan,United Arab Emirates,1,1,Asian Cup,Australia,TRUE
23/01/2015,Iran,Iraq,3,3,Asian Cup,Australia,TRUE
23/01/2015,Senegal,South Africa,1,1,African Nations Cup,Equatorial Guinea,TRUE
23/01/2015,Ghana,Algeria,1,0,African Nations Cup,Equatorial Guinea,TRUE
24/01/2015,Cameroon,Guinea,1,1,African Nations Cup,Equatorial Guinea,TRUE
24/01/2015,Ivory Coast,Mali,1,1,African Nations Cup,Equatorial Guinea,TRUE
25/01/2015,Equatorial Guinea,Gabon,2,0,African Nations Cup,Equatorial Guinea,FALSE
25/01/2015,Congo,Burkina Faso,2,1,African Nations Cup,Equatorial Guinea,TRUE
26/01/2015,South Korea,Iraq,2,0,Asian Cup,Australia,TRUE
26/01/2015,Cape Verde,Zambia,0,0,African Nations Cup,Equatorial Guinea,TRUE
26/01/2015,DR Congo,Tunisia,1,1,African Nations Cup,Equatorial Guinea,TRUE
27/01/2015,Australia,United Arab Emirates,2,0,Asian Cup,Australia,FALSE
27/01/2015,Ghana,South Africa,2,1,African Nations Cup,Equatorial Guinea,TRUE
27/01/2015,Algeria,Senegal,2,0,African Nations Cup,Equatorial Guinea,TRUE
28/01/2015,Ivory Coast,Cameroon,1,0,African Nations Cup,Equatorial Guinea,TRUE
28/01/2015,Guinea,Mali,1,1,African Nations Cup,Equatorial Guinea,TRUE
28/01/2015,Chile,United States,3,2,Friendly,Chile,FALSE
30/01/2015,United Arab Emirates,Iraq,3,2,Asian Cup,Australia,TRUE
30/01/2015,Aruba,Curaçao,0,0,Friendly tournament,Suriname,TRUE
30/01/2015,Suriname,Bonaire,3,0,Friendly tournament,Suriname,FALSE
31/01/2015,Australia,South Korea,2,1,Asian Cup,Australia,FALSE
31/01/2015,DR Congo,Congo,4,2,African Nations Cup,Equatorial Guinea,TRUE
31/01/2015,Equatorial Guinea,Tunisia,2,1,African Nations Cup,Equatorial Guinea,FALSE
01/02/2015,Ghana,Guinea,3,0,African Nations Cup,Equatorial Guinea,TRUE
01/02/2015,Ivory Coast,Algeria,3,1,African Nations Cup,Equatorial Guinea,TRUE
01/02/2015,Suriname,Aruba,1,0,Friendly tournament,Suriname,FALSE
01/02/2015,Curaçao,Bonaire,4,1,Friendly tournament,Suriname,TRUE
01/02/2015,Barbados,Guyana,2,2,Friendly,Barbados,FALSE
02/02/2015,Bangladesh,Sri Lanka,1,0,Bangabandhu Gold Cup,Bangladesh,FALSE
04/02/2015,Ivory Coast,DR Congo,3,1,African Nations Cup,Equatorial Guinea,TRUE
04/02/2015,Honduras,Venezuela,2,3,Friendly,Honduras,FALSE
05/02/2015,Equatorial Guinea,Ghana,0,3,African Nations Cup,Equatorial Guinea,FALSE
06/02/2015,Pakistan,Afghanistan,2,1,Friendly,Pakistan,FALSE
07/02/2015,Equatorial Guinea,DR Congo,0,0,African Nations Cup,Equatorial Guinea,FALSE
08/02/2015,Ghana,Ivory Coast,0,0,African Nations Cup,Equatorial Guinea,TRUE
08/02/2015,United States,Panama,2,0,Friendly,United States,FALSE
11/02/2015,Venezuela,Honduras,2,1,Friendly,Venezuela,FALSE
18/02/2015,Kazakhstan,Moldova,1,1,Friendly,Turkey,TRUE
28/02/2015,Anguilla,British Virgin Islands,1,0,Friendly,Anguilla,FALSE
01/03/2015,Anguilla,British Virgin Islands,3,1,Friendly,Anguilla,FALSE
06/03/2015,Barbados,St Vincent & Grenadines,3,1,Friendly,Barbados,FALSE
06/03/2015,Bermuda,Grenada,2,2,Friendly,Bermuda,FALSE
08/03/2015,Barbados,St Vincent & Grenadines,2,2,Friendly,Barbados,FALSE
08/03/2015,Bermuda,Grenada,2,0,Friendly,Bermuda,FALSE
08/03/2015,Antigua and Barbuda,US Virgin Islands,2,0,Friendly,Antigua and Barbuda,FALSE
12/03/2015,India,Nepal,2,0,World Cup and Asian Cup qual,India,FALSE
12/03/2015,East Timor,Mongolia,4,1,World Cup and Asian Cup qual,East Timor,FALSE
12/03/2015,Cambodia,Macao,3,0,World Cup and Asian Cup qual,Cambodia,FALSE
12/03/2015,Taiwan,Brunei,0,1,World Cup and Asian Cup qual,Taiwan,FALSE
12/03/2015,Yemen,Pakistan,3,1,World Cup and Asian Cup qual,Qatar,TRUE
12/03/2015,Sri Lanka,Bhutan,0,1,World Cup and Asian Cup qual,Sri Lanka,FALSE
15/03/2015,Antigua and Barbuda,Dominica,1,0,Friendly,Antigua and Barbuda,FALSE
17/03/2015,Nepal,India,0,0,World Cup and Asian Cup qual,Nepal,FALSE
17/03/2015,Mongolia,East Timor,0,1,World Cup and Asian Cup qual,Mongolia,FALSE
17/03/2015,Macao,Cambodia,1,1,World Cup and Asian Cup qual,Macao,FALSE
17/03/2015,Brunei,Taiwan,0,2,World Cup and Asian Cup qual,Brunei,FALSE
17/03/2015,Bhutan,Sri Lanka,2,1,World Cup and Asian Cup qual,Bhutan,FALSE
22/03/2015,Guyana,Saint Lucia,2,0,Friendly,Guyana,FALSE
22/03/2015,Barbados,US Virgin Islands,0,1,World Cup qualifier,Barbados,FALSE
22/03/2015,Antigua and Barbuda,British Virgin Islands,1,0,Friendly,Antigua and Barbuda,FALSE
23/03/2015,Pakistan,Yemen,0,0,World Cup and Asian Cup qual,Bahrain,TRUE
23/03/2015,Nicaragua,Anguilla,5,0,World Cup qualifier,Nicaragua,FALSE
23/03/2015,Saint Kitts and Nevis,Turks and Caicos Islands,6,2,World Cup qualifier,Saint Kitts and Nevis,FALSE
25/03/2015,Germany,Australia,2,2,Friendly,Germany,FALSE
25/03/2015,Indonesia,Cameroon,0,1,Friendly,Indonesia,FALSE
25/03/2015,Swaziland,South Africa,1,3,Friendly,Swaziland,FALSE
25/03/2015,Nigeria,Uganda,0,1,Friendly,Nigeria,FALSE
25/03/2015,Mauritius,Burundi,2,2,Friendly,Mauritius,FALSE
25/03/2015,Gabon,Mali,4,3,Friendly,France,TRUE
25/03/2015,Denmark,United States,3,2,Friendly,Denmark,FALSE
25/03/2015,French Guiana,Honduras,3,1,CONCACAF Champ qual,French Guiana,FALSE
25/03/2015,Dominican Republic,Cuba,0,3,Friendly,Dominican Republic,FALSE
25/03/2015,Bahamas,Bermuda,0,5,World Cup qualifier,Bahamas,FALSE
25/03/2015,Belize,Cayman Islands,0,0,World Cup qualifier,Belize,FALSE
25/03/2015,Scotland,Northern Ireland,1,0,Friendly,Scotland,FALSE
25/03/2015,Georgia,Malta,2,0,Friendly,Georgia,FALSE
26/03/2015,Iran,Chile,2,0,Friendly,Austria,TRUE
26/03/2015,Jordan,Syria,0,1,Friendly,Jordan,FALSE
26/03/2015,Thailand,Singapore,2,0,Friendly,Thailand,FALSE
26/03/2015,Oman,Malaysia,6,0,Friendly,Oman,FALSE
26/03/2015,Bahrain,Colombia,0,6,Friendly,Bahrain,FALSE
26/03/2015,Qatar,Algeria,1,0,Friendly,Qatar,FALSE
26/03/2015,Maldives,Tajikistan,0,2,Friendly,Maldives,FALSE
26/03/2015,Egypt,Equatorial Guinea,2,0,Friendly,Egypt,FALSE
26/03/2015,Ivory Coast,Angola,2,0,Friendly,Ivory Coast,FALSE
26/03/2015,Costa Rica,Paraguay,0,0,Friendly,Costa Rica,FALSE
26/03/2015,US Virgin Islands,Barbados,0,4,World Cup qualifier,US Virgin Islands,FALSE
26/03/2015,Dominica,British Virgin Islands,3,2,World Cup qualifier,Dominica,FALSE
26/03/2015,Turks and Caicos Islands,Saint Kitts and Nevis,2,6,World Cup qualifier,Turks and Caicos Islands,FALSE
26/03/2015,France,Brazil,1,3,Friendly,France,FALSE
27/03/2015,Japan,Tunisia,2,0,Friendly,Japan,FALSE
27/03/2015,China,Haiti,2,2,Friendly,China,FALSE
27/03/2015,South Korea,Uzbekistan,1,1,Friendly,South Korea,FALSE
27/03/2015,Gambia,Mauritania,1,0,Friendly,The Gambia,TRUE
27/03/2015,Canada,Guatemala,1,0,Friendly,United States,TRUE
27/03/2015,Curaçao,Montserrat,2,1,World Cup qualifier,Curaçao,FALSE
27/03/2015,Jamaica,Venezuela,2,1,Friendly,Jamaica,FALSE
27/03/2015,Trinidad and Tobago,Panama,0,1,Friendly,Trinidad and Tobago,FALSE
27/03/2015,England,Lithuania,4,0,European Championship qual,England,FALSE
27/03/2015,Liechtenstein,Austria,0,5,European Championship qual,Liechtenstein,FALSE
27/03/2015,Switzerland,Estonia,3,0,European Championship qual,Switzerland,FALSE
27/03/2015,Moldova,Sweden,0,2,European Championship qual,Moldova,FALSE
27/03/2015,Slovakia,Luxembourg,3,0,European Championship qual,Slovakia,FALSE
27/03/2015,Montenegro,Russia,0,0,European Championship qual,Montenegro,FALSE
27/03/2015,Spain,Ukraine,1,0,European Championship qual,Spain,FALSE
27/03/2015,Macedonia,Belarus,1,2,European Championship qual,Macedonia,FALSE
27/03/2015,Slovenia,San Marino,6,0,European Championship qual,Slovenia,FALSE
28/03/2015,Hong Kong,Guam,1,0,Friendly,Hong Kong,FALSE
28/03/2015,Iraq,DR Congo,2,1,Friendly,United Arab Emirates,TRUE
28/03/2015,Mauritius,Togo,1,1,Friendly,Mauritius,FALSE
28/03/2015,Senegal,Ghana,2,1,Friendly,France,TRUE
28/03/2015,Morocco,Uruguay,0,1,Friendly,Morocco,FALSE
28/03/2015,Argentina,El Salvador,2,0,Friendly,United States,TRUE
28/03/2015,Mexico,Ecuador,1,0,Friendly,United States,TRUE
28/03/2015,Israel,Wales,0,3,European Championship qual,Israel,FALSE
28/03/2015,Belgium,Cyprus,5,0,European Championship qual,Belgium,FALSE
28/03/2015,Netherlands,Turkey,1,1,European Championship qual,Netherlands,FALSE
28/03/2015,Croatia,Norway,5,1,European Championship qual,Croatia,FALSE
28/03/2015,Bulgaria,Italy,2,2,European Championship qual,Bulgaria,FALSE
28/03/2015,Czechia,Latvia,1,1,European Championship qual,Czechia,FALSE
28/03/2015,Kazakhstan,Iceland,0,3,European Championship qual,Kazakhstan,FALSE
28/03/2015,Azerbaijan,Malta,2,0,European Championship qual,Azerbaijan,FALSE
28/03/2015,Andorra,Bosnia and Herzegovina,0,3,European Championship qual,Andorra,FALSE
29/03/2015,South Africa,Nigeria,1,1,Friendly,South Africa,FALSE
29/03/2015,Tanzania,Malawi,1,1,Friendly,Tanzania,FALSE
29/03/2015,Zambia,Rwanda,2,0,Friendly,Zambia,FALSE
29/03/2015,Ivory Coast,Equatorial Guinea,1,1,Friendly,Ivory Coast,FALSE
29/03/2015,Botswana,Mozambique,1,2,Friendly,Botswana,FALSE
29/03/2015,Honduras,French Guiana,3,0,CONCACAF Champ qual,Honduras,FALSE
29/03/2015,Guyana,Grenada,2,0,Friendly,Guyana,FALSE
29/03/2015,Anguilla,Nicaragua,0,3,World Cup qualifier,Anguilla,FALSE
29/03/2015,Dominica,British Virgin Islands,0,0,World Cup qualifier,Dominica,FALSE
29/03/2015,Bermuda,Bahamas,3,0,World Cup qualifier,Bermuda,FALSE
29/03/2015,Cayman Islands,Belize,1,1,World Cup qualifier,Cayman Islands,FALSE
29/03/2015,Brazil,Chile,1,0,Friendly,England,TRUE
29/03/2015,Scotland,Gibraltar,6,1,European Championship qual,Scotland,FALSE
29/03/2015,Northern Ireland,Finland,2,1,European Championship qual,Northern Ireland,FALSE
29/03/2015,Hungary,Greece,0,0,European Championship qual,Hungary,FALSE
29/03/2015,France,Denmark,2,0,Friendly,France,FALSE
29/03/2015,Georgia,Germany,0,2,European Championship qual,Georgia,FALSE
29/03/2015,Ireland,Poland,1,1,European Championship qual,Ireland,FALSE
29/03/2015,Portugal,Serbia,2,1,European Championship qual,Portugal,FALSE
29/03/2015,Romania,Faroe Islands,1,0,European Championship qual,Romania,FALSE
29/03/2015,Albania,Armenia,2,1,European Championship qual,Albania,FALSE
30/03/2015,Bahrain,Philippines,2,1,Friendly,Bahrain,FALSE
30/03/2015,Macedonia,Australia,0,0,Friendly,Macedonia,FALSE
30/03/2015,Indonesia,Myanmar,2,1,Friendly,Indonesia,FALSE
30/03/2015,Thailand,Cameroon,2,3,Friendly,Thailand,FALSE
30/03/2015,Colombia,Kuwait,3,1,Friendly,United Arab Emirates,TRUE
30/03/2015,Saudi Arabia,Jordan,2,1,Friendly,Saudi Arabia,FALSE
30/03/2015,Algeria,Oman,4,1,Friendly,Qatar,TRUE
30/03/2015,Qatar,Slovenia,1,0,Friendly,Qatar,FALSE
30/03/2015,Belarus,Gabon,0,0,Friendly,Turkey,TRUE
30/03/2015,Puerto Rico,Canada,0,3,Friendly,Puerto Rico,FALSE
30/03/2015,Jamaica,Cuba,3,0,Friendly,Jamaica,FALSE
31/03/2015,Japan,Uzbekistan,5,1,Friendly,Japan,FALSE
31/03/2015,China,Tunisia,1,1,Friendly,China,FALSE
31/03/2015,Sweden,Iran,3,1,Friendly,Sweden,FALSE
31/03/2015,South Korea,New Zealand,1,0,Friendly,South Korea,FALSE
31/03/2015,Tajikistan,Syria,2,3,Friendly,Tajikistan,FALSE
31/03/2015,Singapore,Guam,2,2,Friendly,Singapore,FALSE
31/03/2015,Iraq,DR Congo,1,0,Friendly,United Arab Emirates,TRUE
31/03/2015,Ghana,Mali,1,1,Friendly,France,TRUE
31/03/2015,Portugal,Cape Verde,0,2,Friendly,Portugal,FALSE
31/03/2015,Mauritania,Niger,2,0,Friendly,Mauritania,FALSE
31/03/2015,Switzerland,United States,1,1,Friendly,Switzerland,FALSE
31/03/2015,Panama,Costa Rica,2,1,Friendly,Panama,FALSE
31/03/2015,El Salvador,Guatemala,0,0,Friendly,United States,TRUE
31/03/2015,Mexico,Paraguay,1,0,Friendly,United States,TRUE
31/03/2015,Montserrat,Curaçao,2,2,World Cup qualifier,Montserrat,FALSE
31/03/2015,Argentina,Ecuador,2,1,Friendly,United States,TRUE
31/03/2015,Venezuela,Peru,1,0,Friendly,United States,TRUE
31/03/2015,Italy,England,1,1,Friendly,Italy,FALSE
31/03/2015,Austria,Bosnia and Herzegovina,1,1,Friendly,Austria,FALSE
31/03/2015,Israel,Belgium,0,1,European Championship qual,Israel,FALSE
31/03/2015,Netherlands,Spain,2,0,Friendly,Netherlands,FALSE
31/03/2015,Luxembourg,Turkey,1,2,Friendly,Luxembourg,FALSE
31/03/2015,Russia,Kazakhstan,0,0,Friendly,Russia,FALSE
31/03/2015,Estonia,Iceland,1,1,Friendly,Estonia,FALSE
31/03/2015,Ukraine,Latvia,1,1,Friendly,Ukraine,FALSE
31/03/2015,Slovakia,Czechia,1,0,Friendly,Slovakia,FALSE
31/03/2015,Liechtenstein,San Marino,1,0,Friendly,Liechtenstein,FALSE
15/04/2015,United States,Mexico,2,0,Friendly,United States,FALSE
30/04/2015,Suriname,Guyana,1,0,Friendly,Suriname,FALSE
10/05/2015,Zambia,Malawi,2,0,Friendly,Zambia,FALSE
10/05/2015,Barbados,Saint Kitts and Nevis,1,3,Friendly,Barbados,FALSE
12/05/2015,Kazakhstan,Burkina Faso,0,0,Friendly,Kazakhstan,FALSE
12/05/2015,Saint Lucia,Dominica,1,1,Windward Islands Champ,Saint Lucia,FALSE
12/05/2015,St Vincent & Grenadines,Grenada,3,2,Windward Islands Champ,Saint Lucia,TRUE
13/05/2015,Dominican Republic,Cayman Islands,6,0,Friendly,Dominican Republic,FALSE
14/05/2015,Lesotho,South Africa,0,0,Friendly,Lesotho,FALSE
14/05/2015,Dominica,Grenada,2,1,Windward Islands Champ,Saint Lucia,TRUE
14/05/2015,Saint Lucia,St Vincent & Grenadines,1,2,Windward Islands Champ,Saint Lucia,FALSE
16/05/2015,Lesotho,South Africa,1,1,Friendly,Lesotho,FALSE
16/05/2015,St Vincent & Grenadines,Dominica,1,0,Windward Islands Champ,Saint Lucia,TRUE
16/05/2015,Saint Lucia,Grenada,0,2,Windward Islands Champ,Saint Lucia,FALSE
17/05/2015,Vietnam,North Korea,1,1,Friendly,Vietnam,FALSE
17/05/2015,Zimbabwe,Mauritius,2,0,COSAFA Cup,South Africa,TRUE
17/05/2015,Namibia,Seychelles,0,0,COSAFA Cup,South Africa,TRUE
18/05/2015,Swaziland,Tanzania,1,0,COSAFA Cup,South Africa,TRUE
18/05/2015,Madagascar,Lesotho,2,1,COSAFA Cup,South Africa,TRUE
19/05/2015,Zimbabwe,Seychelles,1,0,COSAFA Cup,South Africa,TRUE
19/05/2015,Namibia,Mauritius,2,0,COSAFA Cup,South Africa,TRUE
20/05/2015,Thailand,North Korea,0,1,Friendly,Thailand,FALSE
20/05/2015,Madagascar,Tanzania,2,0,COSAFA Cup,South Africa,TRUE
20/05/2015,Swaziland,Lesotho,2,0,COSAFA Cup,South Africa,TRUE
20/05/2015,Curaçao,Suriname,3,2,Friendly,Netherlands,TRUE
21/05/2015,Namibia,Zimbabwe,4,1,COSAFA Cup,South Africa,TRUE
21/05/2015,Mauritius,Seychelles,1,0,COSAFA Cup,South Africa,TRUE
22/05/2015,South Africa,Malawi,2,1,Friendly,South Africa,FALSE
22/05/2015,Lesotho,Tanzania,1,0,COSAFA Cup,South Africa,TRUE
22/05/2015,Madagascar,Swaziland,1,1,COSAFA Cup,South Africa,TRUE
24/05/2015,Lebanon,Syria,2,2,Friendly,Lebanon,FALSE
24/05/2015,Thailand,Vietnam,1,0,World Cup and Asian Cup qual,Thailand,FALSE
24/05/2015,South Africa,Botswana,0,0,COSAFA Cup,South Africa,FALSE
24/05/2015,Namibia,Zambia,0,0,COSAFA Cup,South Africa,TRUE
25/05/2015,Madagascar,Ghana,2,1,COSAFA Cup,South Africa,TRUE
25/05/2015,Malawi,Mozambique,2,2,COSAFA Cup,South Africa,TRUE
